new_customer_id,Tenure Months,Churn Label,churn_date
304914,1,Yes,3/11/2014
85801,1,Yes,3/12/2014
79637,3,Yes,3/13/2014
12286,50,Yes,3/14/2014
20584,5,Yes,3/15/2014
536424,51,Yes,3/16/2014
48291,46,Yes,3/17/2014
504712,1,Yes,3/18/2014
915822,41,Yes,3/19/2014
631121,29,Yes,3/20/2014
68399,26,Yes,3/21/2014
03758,1,Yes,3/22/2014
859323,3,Yes,3/23/2014
60975,66,Yes,3/24/2014
442325,21,Yes,3/25/2014
010725,1,Yes,3/26/2014
864019,4,Yes,3/27/2014
411620,9,Yes,3/28/2014
387710,1,Yes,3/29/2014
83754,1,Yes,3/30/2014
751125,9,Yes,3/31/2014
755110,1,Yes,4/1/2014
98049,1,Yes,4/2/2014
53189,2,Yes,4/3/2014
319822,3,Yes,4/4/2014
943626,14,Yes,4/5/2014
72792,41,Yes,4/6/2014
715613,13,Yes,4/7/2014
71987,2,Yes,4/8/2014
051622,18,Yes,4/9/2014
838016,1,Yes,4/10/2014
56874,4,Yes,4/11/2014
75308,38,Yes,4/12/2014
30969,12,Yes,4/13/2014
59221,19,Yes,4/14/2014
91721,10,Yes,4/15/2014
69108,1,Yes,4/16/2014
481612,23,Yes,4/17/2014
960616,32,Yes,4/18/2014
35369,32,Yes,4/19/2014
49112,31,Yes,4/20/2014
84965,19,Yes,4/21/2014
313220,57,Yes,4/22/2014
80804,1,Yes,4/23/2014
636513,24,Yes,4/24/2014
134923,1,Yes,4/25/2014
699025,65,Yes,4/26/2014
062120,10,Yes,4/27/2014
24859,2,Yes,4/28/2014
366915,1,Yes,4/29/2014
16125,1,Yes,4/30/2014
670215,1,Yes,5/1/2014
451016,38,Yes,5/2/2014
751719,19,Yes,5/3/2014
41438,52,Yes,5/4/2014
705412,1,Yes,5/5/2014
092316,3,Yes,5/6/2014
349410,1,Yes,5/7/2014
64746,2,Yes,5/8/2014
88404,35,Yes,5/9/2014
454712,16,Yes,5/10/2014
677024,1,Yes,5/11/2014
419315,1,Yes,5/12/2014
777617,30,Yes,5/13/2014
668920,5,Yes,5/14/2014
31439,56,Yes,5/15/2014
472022,44,Yes,5/16/2014
394613,1,Yes,5/17/2014
66511,49,Yes,5/18/2014
45667,47,Yes,5/19/2014
24844,31,Yes,5/20/2014
458714,3,Yes,5/21/2014
04202,8,Yes,5/22/2014
818315,2,Yes,5/23/2014
961418,65,Yes,5/24/2014
50549,1,Yes,5/25/2014
58341,1,Yes,5/26/2014
394824,24,Yes,5/27/2014
05659,69,Yes,5/28/2014
544521,7,Yes,5/29/2014
102422,11,Yes,5/30/2014
949717,1,Yes,5/31/2014
034819,58,Yes,6/1/2014
437313,14,Yes,6/2/2014
89018,12,Yes,6/3/2014
541911,25,Yes,6/4/2014
342414,58,Yes,6/5/2014
45147,16,Yes,6/6/2014
98281,1,Yes,6/7/2014
800018,1,Yes,6/8/2014
76155,2,Yes,6/9/2014
385822,23,Yes,6/10/2014
144716,57,Yes,6/11/2014
85653,24,Yes,6/12/2014
913923,49,Yes,6/13/2014
02248,5,Yes,6/14/2014
808615,2,Yes,6/15/2014
94306,4,Yes,6/16/2014
30747,5,Yes,6/17/2014
684518,47,Yes,6/18/2014
88618,10,Yes,6/19/2014
706525,1,Yes,6/20/2014
769422,67,Yes,6/21/2014
479511,5,Yes,6/22/2014
648115,67,Yes,6/23/2014
375320,15,Yes,6/24/2014
830522,1,Yes,6/25/2014
917210,26,Yes,6/26/2014
629817,22,Yes,6/27/2014
996110,21,Yes,6/28/2014
61739,47,Yes,6/29/2014
973421,2,Yes,6/30/2014
218921,22,Yes,7/1/2014
49587,7,Yes,7/2/2014
63565,1,Yes,7/3/2014
86247,49,Yes,7/4/2014
61797,43,Yes,7/5/2014
317712,1,Yes,7/6/2014
489717,1,Yes,7/7/2014
108421,1,Yes,7/8/2014
829025,32,Yes,7/9/2014
29552,17,Yes,7/10/2014
38064,4,Yes,7/11/2014
930018,1,Yes,7/12/2014
07611,1,Yes,7/13/2014
215313,37,Yes,7/14/2014
310621,8,Yes,7/15/2014
092522,3,Yes,7/16/2014
43497,1,Yes,7/17/2014
78025,5,Yes,7/18/2014
80352,40,Yes,7/19/2014
978724,1,Yes,7/20/2014
894513,51,Yes,7/21/2014
80518,1,Yes,7/22/2014
30237,33,Yes,7/23/2014
05249,30,Yes,7/24/2014
273725,2,Yes,7/25/2014
515925,2,Yes,7/26/2014
402118,29,Yes,7/27/2014
906120,13,Yes,7/28/2014
86991,7,Yes,7/29/2014
79271,30,Yes,7/30/2014
469523,2,Yes,7/31/2014
761915,24,Yes,8/1/2014
398818,1,Yes,8/2/2014
25147,1,Yes,8/3/2014
59316,7,Yes,8/4/2014
265922,67,Yes,8/5/2014
320715,57,Yes,8/6/2014
42857,7,Yes,8/7/2014
72165,1,Yes,8/8/2014
833713,14,Yes,8/9/2014
81822,28,Yes,8/10/2014
25288,17,Yes,8/11/2014
24823,10,Yes,8/12/2014
086617,34,Yes,8/13/2014
71812,1,Yes,8/14/2014
62049,3,Yes,8/15/2014
45293,2,Yes,8/16/2014
25063,6,Yes,8/17/2014
15839,12,Yes,8/18/2014
015115,1,Yes,8/19/2014
414013,3,Yes,8/20/2014
032010,23,Yes,8/21/2014
718016,1,Yes,8/22/2014
357118,65,Yes,8/23/2014
957822,16,Yes,8/24/2014
15876,66,Yes,8/25/2014
614017,1,Yes,8/26/2014
430711,53,Yes,8/27/2014
54406,69,Yes,8/28/2014
747013,13,Yes,8/29/2014
748813,4,Yes,8/30/2014
20276,12,Yes,8/31/2014
26724,1,Yes,9/1/2014
387013,54,Yes,9/2/2014
48003,48,Yes,9/3/2014
73774,2,Yes,9/4/2014
894910,29,Yes,9/5/2014
277412,15,Yes,9/6/2014
32119,17,Yes,9/7/2014
461220,56,Yes,9/8/2014
409414,21,Yes,9/9/2014
510313,1,Yes,9/10/2014
184624,1,Yes,9/11/2014
023511,1,Yes,9/12/2014
28847,35,Yes,9/13/2014
375714,32,Yes,9/14/2014
513611,33,Yes,9/15/2014
372223,1,Yes,9/16/2014
29295,8,Yes,9/17/2014
754819,5,Yes,9/18/2014
883522,2,Yes,9/19/2014
162314,42,Yes,9/20/2014
989811,40,Yes,9/21/2014
523616,57,Yes,9/22/2014
78546,1,Yes,9/23/2014
25196,38,Yes,9/24/2014
826310,2,Yes,9/25/2014
70899,8,Yes,9/26/2014
220525,7,Yes,9/27/2014
12549,31,Yes,9/28/2014
949220,18,Yes,9/29/2014
922115,14,Yes,9/30/2014
33256,28,Yes,10/1/2014
590817,15,Yes,10/2/2014
848125,5,Yes,10/3/2014
26099,1,Yes,10/4/2014
17403,1,Yes,10/5/2014
263615,4,Yes,10/6/2014
132315,53,Yes,10/7/2014
03977,59,Yes,10/8/2014
76415,46,Yes,10/9/2014
992126,14,Yes,10/10/2014
470113,31,Yes,10/11/2014
92067,13,Yes,10/12/2014
15962,35,Yes,10/13/2014
843323,2,Yes,10/14/2014
37077,1,Yes,10/15/2014
892212,25,Yes,10/16/2014
824521,16,Yes,10/17/2014
518619,1,Yes,10/18/2014
537319,36,Yes,10/19/2014
576626,1,Yes,10/20/2014
89317,9,Yes,10/21/2014
427716,8,Yes,10/22/2014
002220,45,Yes,10/23/2014
02038,25,Yes,10/24/2014
095211,13,Yes,10/25/2014
81785,46,Yes,10/26/2014
51309,25,Yes,10/27/2014
323023,18,Yes,10/28/2014
04072,60,Yes,10/29/2014
960021,30,Yes,10/30/2014
407419,1,Yes,10/31/2014
32691,39,Yes,11/1/2014
49107,1,Yes,11/2/2014
035423,31,Yes,11/3/2014
757615,3,Yes,11/4/2014
553920,1,Yes,11/5/2014
432319,7,Yes,11/6/2014
44462,61,Yes,11/7/2014
52029,39,Yes,11/8/2014
597610,10,Yes,11/9/2014
013715,1,Yes,11/10/2014
335114,67,Yes,11/11/2014
759310,6,Yes,11/12/2014
458825,1,Yes,11/13/2014
333610,33,Yes,11/14/2014
50287,2,Yes,11/15/2014
686124,7,Yes,11/16/2014
687720,1,Yes,11/17/2014
67694,52,Yes,11/18/2014
243311,22,Yes,11/19/2014
219526,47,Yes,11/20/2014
355019,33,Yes,11/21/2014
201120,18,Yes,11/22/2014
48739,24,Yes,11/23/2014
272511,1,Yes,11/24/2014
95654,4,Yes,11/25/2014
83488,2,Yes,11/26/2014
684923,1,Yes,11/27/2014
465914,19,Yes,11/28/2014
842924,22,Yes,11/29/2014
26082,4,Yes,11/30/2014
734112,4,Yes,12/1/2014
946213,4,Yes,12/2/2014
812825,7,Yes,12/3/2014
42836,19,Yes,12/4/2014
156920,5,Yes,12/5/2014
23972,8,Yes,12/6/2014
474922,1,Yes,12/7/2014
759821,2,Yes,12/8/2014
793815,3,Yes,12/9/2014
85101,13,Yes,12/10/2014
04311,28,Yes,12/11/2014
342614,15,Yes,12/12/2014
82252,10,Yes,12/13/2014
338722,5,Yes,12/14/2014
114314,2,Yes,12/15/2014
041513,1,Yes,12/16/2014
17242,5,Yes,12/17/2014
482624,1,Yes,12/18/2014
24959,4,Yes,12/19/2014
413919,31,Yes,12/20/2014
685722,1,Yes,12/21/2014
56242,1,Yes,12/22/2014
240823,10,Yes,12/23/2014
557715,15,Yes,12/24/2014
610017,17,Yes,12/25/2014
26348,53,Yes,12/26/2014
750317,16,Yes,12/27/2014
269114,9,Yes,12/28/2014
44048,25,Yes,12/29/2014
729510,4,Yes,12/30/2014
501319,50,Yes,12/31/2014
070920,9,Yes,1/1/2015
602325,3,Yes,1/2/2015
720910,10,Yes,1/3/2015
30013,32,Yes,1/4/2015
61584,9,Yes,1/5/2015
37637,66,Yes,1/6/2015
07727,3,Yes,1/7/2015
48315,29,Yes,1/8/2015
410215,1,Yes,1/9/2015
91707,41,Yes,1/10/2015
399917,8,Yes,1/11/2015
245418,12,Yes,1/12/2015
200213,1,Yes,1/13/2015
22653,4,Yes,1/14/2015
200415,1,Yes,1/15/2015
502717,7,Yes,1/16/2015
26728,6,Yes,1/17/2015
750813,14,Yes,1/18/2015
01484,25,Yes,1/19/2015
999218,22,Yes,1/20/2015
031013,61,Yes,1/21/2015
455022,70,Yes,1/22/2015
569617,1,Yes,1/23/2015
740911,1,Yes,1/24/2015
173222,47,Yes,1/25/2015
049518,1,Yes,1/26/2015
78545,22,Yes,1/27/2015
886920,48,Yes,1/28/2015
06799,1,Yes,1/29/2015
21152,25,Yes,1/30/2015
06114,20,Yes,1/31/2015
778015,18,Yes,2/1/2015
97474,1,Yes,2/2/2015
056410,9,Yes,2/3/2015
33483,28,Yes,2/4/2015
14287,11,Yes,2/5/2015
880221,12,Yes,2/6/2015
63137,53,Yes,2/7/2015
28451,41,Yes,2/8/2015
224925,20,Yes,2/9/2015
741025,7,Yes,2/10/2015
46267,7,Yes,2/11/2015
55902,22,Yes,2/12/2015
32371,3,Yes,2/13/2015
159114,51,Yes,2/14/2015
28153,5,Yes,2/15/2015
05962,62,Yes,2/16/2015
148126,28,Yes,2/17/2015
230915,10,Yes,2/18/2015
18916,69,Yes,2/19/2015
761312,12,Yes,2/20/2015
264016,27,Yes,2/21/2015
38018,1,Yes,2/22/2015
968523,14,Yes,2/23/2015
602221,32,Yes,2/24/2015
44843,3,Yes,2/25/2015
62145,22,Yes,2/26/2015
61279,16,Yes,2/27/2015
874024,5,Yes,2/28/2015
12084,23,Yes,3/1/2015
17611,1,Yes,3/2/2015
39233,50,Yes,3/3/2015
712018,1,Yes,3/4/2015
73177,71,Yes,3/5/2015
13221,46,Yes,3/6/2015
36779,2,Yes,3/7/2015
56926,1,Yes,3/8/2015
155012,32,Yes,3/9/2015
026817,3,Yes,3/10/2015
087623,5,Yes,3/11/2015
06176,49,Yes,3/12/2015
285813,17,Yes,3/13/2015
811812,23,Yes,3/14/2015
70053,6,Yes,3/15/2015
42506,6,Yes,3/16/2015
527726,2,Yes,3/17/2015
214118,4,Yes,3/18/2015
63767,4,Yes,3/19/2015
505216,3,Yes,3/20/2015
697926,8,Yes,3/21/2015
238612,1,Yes,3/22/2015
60329,1,Yes,3/23/2015
42488,30,Yes,3/24/2015
051623,5,Yes,3/25/2015
91746,1,Yes,3/26/2015
880918,72,Yes,3/27/2015
482214,13,Yes,3/28/2015
53074,32,Yes,3/29/2015
867910,16,Yes,3/30/2015
14326,29,Yes,3/31/2015
48031,38,Yes,4/1/2015
38848,17,Yes,4/2/2015
50774,1,Yes,4/3/2015
114223,2,Yes,4/4/2015
56491,2,Yes,4/5/2015
489222,1,Yes,4/6/2015
29198,4,Yes,4/7/2015
423624,5,Yes,4/8/2015
303025,9,Yes,4/9/2015
741011,18,Yes,4/10/2015
83934,25,Yes,4/11/2015
73959,17,Yes,4/12/2015
283419,52,Yes,4/13/2015
789022,3,Yes,4/14/2015
990719,1,Yes,4/15/2015
05874,8,Yes,4/16/2015
639710,43,Yes,4/17/2015
352317,22,Yes,4/18/2015
08954,54,Yes,4/19/2015
814918,1,Yes,4/20/2015
72505,1,Yes,4/21/2015
401321,7,Yes,4/22/2015
551914,12,Yes,4/23/2015
88497,54,Yes,4/24/2015
31482,1,Yes,4/25/2015
04613,23,Yes,4/26/2015
88065,3,Yes,4/27/2015
777912,10,Yes,4/28/2015
971026,37,Yes,4/29/2015
418323,31,Yes,4/30/2015
549820,34,Yes,5/1/2015
972221,29,Yes,5/2/2015
39026,12,Yes,5/3/2015
677211,1,Yes,5/4/2015
711215,33,Yes,5/5/2015
421017,4,Yes,5/6/2015
331815,35,Yes,5/7/2015
58281,19,Yes,5/8/2015
108612,1,Yes,5/9/2015
26361,1,Yes,5/10/2015
777415,31,Yes,5/11/2015
778623,4,Yes,5/12/2015
98853,1,Yes,5/13/2015
50165,10,Yes,5/14/2015
386613,2,Yes,5/15/2015
805810,9,Yes,5/16/2015
069726,4,Yes,5/17/2015
76574,38,Yes,5/18/2015
827613,51,Yes,5/19/2015
759324,1,Yes,5/20/2015
03373,41,Yes,5/21/2015
