new_id,Customer ID,Country,State,City,Zip Code,Lat Long,Latitude,Longitude
595622,5956-VKDTT,United States,California,Moreno Valley,92557,"33.970661, -117.255039",33.970661,-117.255039
25726,0257-ZESQC,United States,California,Perris,92571,"33.828289, -117.201666",33.828289,-117.201666
286520,2865-TCHJW,United States,California,Anaheim,92807,"33.848733, -117.788357",33.848733,-117.788357
51925,5192-EBGOV,United States,California,Brea,92823,"33.924143, -117.79387",33.924143,-117.793870
341919,3419-SNJJD,United States,California,Yorba Linda,92887,"33.884073, -117.732197",33.884073,-117.732197
455425,4554-YGZIH,United States,California,Summerland,93067,"34.420998, -119.60137",34.420998,-119.601370
50992,5099-BAILX,United States,California,Santa Barbara,93101,"34.419203, -119.710008",34.419203,-119.710008
49135,4913-EHYUI,United States,California,Alpaugh,93201,"35.869626, -119.498771",35.869626,-119.498771
16265,1626-ERCMM,United States,California,Camp Nelson,93208,"36.057458, -118.591951",36.057458,-118.591951
564416,5644-PDMZC,United States,California,Delano,93215,"35.772244, -119.209689",35.772244,-119.209689
41601,4160-AMJTL,United States,California,Fellows,93224,"35.215731, -119.57013",35.215731,-119.570130
8238,0823-HSCDJ,United States,California,Temecula,92592,"33.507255, -117.029473",33.507255,-117.029473
674,0067-DKWBL,United States,California,San Diego,92129,"32.961064, -117.134917",32.961064,-117.134917
52449,5244-IRFIH,United States,California,San Diego,92129,"32.961064, -117.134917",32.961064,-117.134917
26845,2684-EIWEO,United States,California,San Diego,92129,"32.961064, -117.134917",32.961064,-117.134917
668322,6683-VLCTZ,United States,California,San Diego,92129,"32.961064, -117.134917",32.961064,-117.134917
6919,0691-IFBQW,United States,California,Biola,93606,"36.798882, -120.019511",36.798882,-120.019511
36431,3643-AHCFP,United States,California,Selma,93662,"36.545322, -119.642281",36.545322,-119.642281
923126,9231-ZJYAM,United States,California,Squaw Valley,93675,"36.719141, -119.202677",36.719141,-119.202677
7272,0727-BMPLR,United States,California,Fresno,93706,"36.654614, -119.903674",36.654614,-119.903674
94713,0947-MUGVO,United States,California,Jolon,93928,"35.930782, -121.189757",35.930782,-121.189757
78112,0781-LKXBR,United States,California,San Francisco,94102,"37.7795, -122.419233",37.779500,-122.419233
190721,1907-UBQFC,United States,California,San Francisco,94108,"37.791998, -122.408653",37.791998,-122.408653
65135,6513-EECDB,United States,California,San Francisco,94114,"37.758085, -122.434801",37.758085,-122.434801
70749,7074-IEVOJ,United States,California,San Francisco,94130,"37.820894, -122.369725",37.820894,-122.369725
475026,4750-ZRXIU,United States,California,Palo Alto,94304,"37.386978, -122.177746",37.386978,-122.177746
70284,7028-DVOIQ,United States,California,Birds Landing,94512,"38.140719, -121.838298",38.140719,-121.838298
420821,4208-UFFGW,United States,California,Byron,94514,"37.83323, -121.601461",37.833230,-121.601461
988920,9889-TMAHG,United States,California,Fremont,94539,"37.516791, -121.899117",37.516791,-121.899117
89196,8919-FYFQZ,United States,California,Livermore,94550,"37.571748, -121.659562",37.571748,-121.659562
664617,6646-QVXLR,United States,California,Napa,94558,"38.489789, -122.27011",38.489789,-122.270110
936924,9369-XFEHK,United States,California,Pleasanton,94566,"37.633361, -121.862395",37.633361,-121.862395
13744,1374-DMZUI,United States,California,San Ramon,94583,"37.766556, -121.976784",37.766556,-121.976784
198916,1989-PRJHP,United States,California,Pleasanton,94588,"37.685052, -121.912061",37.685052,-121.912061
482218,4822-RVYBB,United States,California,Berkeley,94704,"37.871416, -122.246597",37.871416,-122.246597
418420,4184-TJFAN,United States,California,Berkeley,94707,"37.897753, -122.279391",37.897753,-122.279391
414521,4145-UQXUQ,United States,California,Berkeley,94710,"37.872902, -122.303708",37.872902,-122.303708
123623,1236-WFCDV,United States,California,Greenbrae,94904,"37.946617, -122.563571",37.946617,-122.563571
127119,1271-SJBGZ,United States,California,Forest Knolls,94933,"38.010092, -122.689442",38.010092,-122.689442
444114,4441-NIHPT,United States,California,Freedom,95019,"36.936228, -121.785559",36.936228,-121.785559
89992,8999-BOHSE,United States,California,Gilroy,95020,"37.03889, -121.528955",37.038890,-121.528955
702918,7029-RPUAV,United States,California,Los Gatos,95030,"37.222842, -121.988727",37.222842,-121.988727
811119,8111-SLLHI,United States,California,San Jose,95128,"37.316146, -121.936285",37.316146,-121.936285
529323,5293-WXJAK,United States,California,San Jose,95135,"37.28682, -121.723877",37.286820,-121.723877
408625,4086-YQSNZ,United States,California,Glencoe,95232,"38.358464, -120.579304",38.358464,-120.579304
839925,8399-YNDCH,United States,California,Columbia,95310,"38.085839, -120.37855",38.085839,-120.378550
55656,5565-FILXA,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,-116.967221
41873,4187-CINZD,United States,California,Lakewood,90712,"33.840524, -118.148403",33.840524,-118.148403
681823,6818-WOBHJ,United States,California,Fulton,95439,"38.493888, -122.777141",38.493888,-122.777141
91343,9134-CEQMF,United States,California,Nice,95464,"39.12334, -122.838198",39.123340,-122.838198
85199,8519-IMDHU,United States,California,Alderpoint,95511,"40.166028, -123.584144",40.166028,-123.584144
337211,3372-KWFBM,United States,California,Bayside,95524,"40.825486, -124.049485",40.825486,-124.049485
72067,7206-GZCDC,United States,California,Loleta,95551,"40.665952, -124.240051",40.665952,-124.240051
176826,1768-ZAIFU,United States,California,Rio Dell,95562,"40.485849, -124.163234",40.485849,-124.163234
379313,3793-MMFUH,United States,California,Davis,95618,"38.544002, -121.685559",38.544002,-121.685559
65678,6567-HOOPW,United States,California,Folsom,95630,"38.672638, -121.147403",38.672638,-121.147403
862113,8621-MNIHH,United States,California,Madison,95653,"38.674276, -121.961866",38.674276,-121.961866
54193,5419-CONWX,United States,California,Pleasant Grove,95668,"38.833554, -121.498102",38.833554,-121.498102
702415,7024-OHCCK,United States,California,Sheridan,95681,"38.984756, -121.345074",38.984756,-121.345074
535720,5357-TZHPP,United States,California,Wheatland,95692,"39.043387, -121.409837",39.043387,-121.409837
50612,0506-LVNGN,United States,California,Rancho Cordova,95742,"38.591134, -121.161585",38.591134,-121.161585
98099,9809-IMGCQ,United States,California,Canyon Dam,95923,"40.171312, -121.120605",40.171312,-121.120605
325425,3254-YRILK,United States,California,Dobbins,95935,"39.381174, -121.21191",39.381174,-121.211910
52915,0529-ONKER,United States,California,Forest Ranch,95942,"40.077028, -121.494168",40.077028,-121.494168
52409,5240-IJOQT,United States,California,Grass Valley,95949,"39.099204, -121.137962",39.099204,-121.137962
66124,0661-XEYAN,United States,California,Nevada City,95959,"39.333737, -120.858667",39.333737,-120.858667
26605,2660-EMUBI,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,-116.967221
767515,7675-OZCZG,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644
93915,9391-EOYLI,United States,California,Lewiston,96052,"40.704293, -122.803899",40.704293,-122.803899
276115,2761-OCIAX,United States,California,Palo Cedro,96073,"40.582399, -122.195512",40.582399,-122.195512
306815,3068-OMWZA,United States,California,Round Mountain,96084,"40.923558, -122.059933",40.923558,-122.059933
41541,4154-AQUGT,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542
801712,8017-LXHFA,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542
424817,4248-QPAVC,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542
469012,4690-LLKUA,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542
94904,9490-DFPMD,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542
85801,8580-AECUZ,United States,California,San Diego,92130,"32.957195, -117.202542",32.957195,-117.202542
504712,5047-LHVLY,United States,California,San Diego,92121,"32.898613, -117.202937",32.898613,-117.202937
83754,8375-DKEBR,United States,California,Hermosa Beach,90254,"33.86532, -118.396336",33.865320,-118.396336
72792,7279-BUYWN,United States,California,Buena Park,90620,"33.845706, -118.012204",33.845706,-118.012204
715613,7156-MHUGY,United States,California,Buena Park,90621,"33.874224, -117.993368",33.874224,-117.993368
960616,9606-PBKBQ,United States,California,Long Beach,90813,"33.781086, -118.199049",33.781086,-118.199049
35369,3536-IQCTX,United States,California,South Pasadena,91030,"34.110444, -118.156957",34.110444,-118.156957
313220,3132-TVFDZ,United States,California,Glendale,91202,"34.167926, -118.267539",34.167926,-118.267539
80804,8080-DDEMJ,United States,California,Glendale,91204,"34.136306, -118.26036",34.136306,-118.260360
670215,6702-OHFWR,United States,California,Reseda,91335,"34.200175, -118.540958",34.200175,-118.540958
451016,4510-PYUSH,United States,California,Sylmar,91342,"34.321621, -118.399841",34.321621,-118.399841
88404,8840-DQLGN,United States,California,Burbank,91502,"34.177267, -118.31003",34.177267,-118.310030
419315,4193-ORFCL,United States,California,North Hollywood,91606,"34.187599, -118.387125",34.187599,-118.387125
777617,7776-QWNFX,United States,California,Chino,91710,"33.990646, -117.663025",33.990646,-117.663025
668920,6689-TCZHQ,United States,California,Claremont,91711,"34.127621, -117.717863",34.127621,-117.717863
949717,9497-QCMMS,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
342414,3424-NMNBO,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
45147,4514-GFCFI,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
800018,8000-REIQB,United States,California,San Diego,92117,"32.825086, -117.199424",32.825086,-117.199424
479511,4795-KTRTH,United States,California,San Diego,92122,"32.85723, -117.209774",32.857230,-117.209774
996110,9961-JBNMK,United States,California,Desert Center,92239,"33.889605, -115.257009",33.889605,-115.257009
61797,6179-GJPSO,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,-116.967221
829025,8290-YWKHZ,United States,California,Fallbrook,92028,"33.362575, -117.299644",33.362575,-117.299644
80518,8051-HJRLT,United States,California,Wrightwood,92397,"34.358321, -117.618263",34.358321,-117.618263
402118,4021-RQSNY,United States,California,Moreno Valley,92555,"33.907361, -117.109972",33.907361,-117.109972
906120,9061-TIHDA,United States,California,Murrieta,92563,"33.581045, -117.14719",33.581045,-117.147190
86991,8699-ASUFO,United States,California,Nuevo,92567,"33.82769, -117.102244",33.827690,-117.102244
469523,4695-WJZUE,United States,California,Irvine,92606,"33.703976, -117.824172",33.703976,-117.824172
398818,3988-RQIXO,United States,California,Corona Del Mar,92625,"33.600987, -117.862734",33.600987,-117.862734
59316,5931-FLJJF,United States,California,Midway City,92655,"33.744439, -117.98588",33.744439,-117.985880
320715,3207-OYBWH,United States,California,Newport Beach,92661,"33.601309, -117.902304",33.601309,-117.902304
72165,7216-EWTRS,United States,California,Newport Beach,92663,"33.62251, -117.927024",33.622510,-117.927024
25288,2528-HFYZX,United States,California,Santa Ana,92706,"33.765893, -117.881533",33.765893,-117.881533
414013,4140-MUHUG,United States,California,Oak View,93022,"34.404544, -119.302118",34.404544,-119.302118
15876,1587-FKLZB,United States,California,Santa Barbara,93101,"34.419203, -119.710008",34.419203,-119.710008
54406,5440-FLBQG,United States,California,Santa Barbara,93110,"34.437945, -119.77191",34.437945,-119.771910
277412,2774-LVQUS,United States,California,Temecula,92592,"33.507255, -117.029473",33.507255,-117.029473
461220,4612-THJBS,United States,California,Terra Bella,93270,"35.939068, -119.043666",35.939068,-119.043666
409414,4094-NSEDU,United States,California,Temecula,92592,"33.507255, -117.029473",33.507255,-117.029473
184624,1846-XWOQN,United States,California,Bradley,93426,"35.842889, -121.004862",35.842889,-121.004862
375714,3757-NJYBX,United States,California,Nipomo,93444,"35.050345, -120.489599",35.050345,-120.489599
989811,9898-KZQDZ,United States,California,Lee Vining,93541,"37.890145, -119.184087",37.890145,-119.184087
826310,8263-JQAIK,United States,California,Palmdale,93591,"34.598221, -117.79593",34.598221,-117.795930
220525,2205-YMZZJ,United States,California,Clovis,93612,"36.814539, -119.711868",36.814539,-119.711868
12549,1254-IZEYF,United States,California,Cutler,93615,"36.497895, -119.285484",36.497895,-119.285484
922115,9221-OTIVJ,United States,California,Dunlap,93621,"36.789213, -119.140338",36.789213,-119.140338
590817,5908-QMGOE,United States,California,Fowler,93625,"36.625792, -119.672483",36.625792,-119.672483
3977,0397-GZBBC,United States,California,South Dos Palos,93665,"36.959731, -120.653519",36.959731,-120.653519
76415,7641-EUYET,United States,California,Tranquillity,93668,"36.635661, -120.288644",36.635661,-120.288644
892212,8922-LIEGH,United States,California,Jolon,93928,"35.930782, -121.189757",35.930782,-121.189757
824521,8245-UMPYT,United States,California,Lockwood,93932,"35.989792, -121.055933",35.989792,-121.055933
518619,5186-SAMNZ,United States,California,Marina,93933,"36.689582, -121.758398",36.689582,-121.758398
537319,5373-SFODM,United States,California,San Lucas,93954,"36.125529, -120.864443",36.125529,-120.864443
2220,0022-TCJCI,United States,California,Daly City,94015,"37.680844, -122.48131",37.680844,-122.481310
51309,5130-IEKQT,United States,California,San Francisco,94109,"37.794487, -122.42227",37.794487,-122.422270
32691,3269-ATYWD,United States,California,San Francisco,94123,"37.800254, -122.436975",37.800254,-122.436975
35423,0354-WYROK,United States,California,San Francisco,94130,"37.820894, -122.369725",37.820894,-122.369725
757615,7576-OYWBN,United States,California,San Mateo,94402,"37.556634, -122.317723",37.556634,-122.317723
553920,5539-TMZLF,United States,California,Concord,94520,"38.013825, -122.039144",38.013825,-122.039144
333610,3336-JORSO,United States,California,Hayward,94542,"37.656695, -122.048361",37.656695,-122.048361
686124,6861-XWTWQ,United States,California,Napa,94559,"38.232389, -122.324944",38.232389,-122.324944
42836,4283-FUTGF,United States,California,El Sobrante,94803,"37.963995, -122.288296",37.963995,-122.288296
23972,2397-BRLOM,United States,California,San Rafael,94901,"37.972662, -122.491452",37.972662,-122.491452
85101,8510-AWCXC,United States,California,Novato,94945,"38.135897, -122.563683",38.135897,-122.563683
82252,8225-BTJAU,United States,California,Stinson Beach,94970,"37.921137, -122.657562",37.921137,-122.657562
17242,1724-BQUHA,United States,California,Los Gatos,95032,"37.233034, -121.947427",37.233034,-121.947427
482624,4826-XTSOH,United States,California,Moss Landing,95039,"36.863303, -121.781632",36.863303,-121.781632
240823,2408-WITXK,United States,California,San Jose,95110,"37.34667, -121.910019",37.346670,-121.910019
26348,2634-HCZGT,United States,California,San Jose,95126,"37.327069, -121.916819",37.327069,-121.916819
750317,7503-QQRVF,United States,California,San Jose,95127,"37.375156, -121.795867",37.375156,-121.795867
70920,0709-TVGUR,United States,California,Stockton,95207,"38.002125, -121.324979",38.002125,-121.324979
30013,3001-CBHLQ,United States,California,Angels Camp,95222,"38.071327, -120.632221",38.071327,-120.632221
410215,4102-OQUPX,United States,California,Sheep Ranch,95250,"38.244806, -120.417301",38.244806,-120.417301
399917,3999-QGRJH,United States,California,Ballico,95303,"37.4695, -120.672724",37.469500,-120.672724
245418,2454-RPBRZ,United States,California,Catheys Valley,95306,"37.394411, -120.127262",37.394411,-120.127262
22653,2265-CYWIV,United States,California,Hickman,95323,"37.605926, -120.69955",37.605926,-120.699550
455022,4550-VBOFE,United States,California,Soulsbyville,95372,"37.990574, -120.261821",37.990574,-120.261821
740911,7409-KIUTL,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,-116.967221
173222,1732-VHUBQ,United States,California,Escondido,92027,"33.141265, -116.967221",33.141265,-116.967221
6799,0679-IDSTG,United States,California,Branscomb,95417,"39.710591, -123.682799",39.710591,-123.682799
880221,8802-UNOJF,United States,California,Philo,95466,"39.094102, -123.500853",39.094102,-123.500853
63137,6313-GIDIT,United States,California,Point Arena,95468,"38.911299, -123.609588",38.911299,-123.609588
28451,2845-AFFTX,United States,California,Westport,95488,"39.724433, -123.767578",39.724433,-123.767578
28153,2815-CPTUL,United States,California,Gasquet,95543,"41.867908, -123.794144",41.867908,-123.794144
18916,1891-FZYSA,United States,California,Piercy,95587,"39.955587, -123.681175",39.955587,-123.681175
968523,9685-WKZGT,United States,California,Carmichael,95608,"38.626128, -121.328011",38.626128,-121.328011
602221,6022-UGGSO,United States,California,Citrus Heights,95610,"38.69508, -121.271616",38.695080,-121.271616
39233,3923-CSIHK,United States,California,Herald,95638,"38.313447, -121.123886",38.313447,-121.123886
36779,3677-IYRBF,United States,California,Newcastle,95658,"38.883224, -121.15918",38.883224,-121.159180
811812,8118-LSUEL,United States,California,Roseville,95678,"38.759751, -121.288545",38.759751,-121.288545
527726,5277-ZLOOR,United States,California,Applegate,95703,"38.983388, -120.988814",38.983388,-120.988814
42488,4248-HCETZ,United States,California,Sacramento,95814,"38.584505, -121.491956",38.584505,-121.491956
91746,9174-FKWZE,United States,California,Sacramento,95819,"38.567594, -121.437507",38.567594,-121.437507
53074,5307-DZCVC,United States,California,Sacramento,95835,"38.685069, -121.543709",38.685069,-121.543709
867910,8679-JOEVF,United States,California,Sacramento,95838,"38.646096, -121.442433",38.646096,-121.442433
48031,4803-AXVYP,United States,California,Butte City,95920,"39.449794, -121.936372",39.449794,-121.936372
56491,5649-ANRML,United States,California,Clipper Mills,95930,"39.562239, -121.14836",39.562239,-121.148360
73959,7395-IGJOS,United States,California,Quincy,95971,"39.971228, -121.041166",39.971228,-121.041166
789022,7890-VYYWG,United States,California,Sutter,95982,"39.172777, -121.805845",39.172777,-121.805845
990719,9907-SWKKF,United States,California,Twain,95984,"40.022184, -121.062384",40.022184,-121.062384
639710,6397-JNZZG,United States,California,Adin,96006,"41.171578, -120.913161",41.171578,-120.913161
777912,7779-LGOVN,United States,California,Paskenta,96074,"39.884395, -122.587513",39.884395,-122.587513
971026,9710-ZUSHQ,United States,California,Red Bluff,96080,"40.186772, -122.388361",40.186772,-122.388361
39026,3902-FOIGH,United States,California,Doyle,96109,"40.012675, -120.101857",40.012675,-120.101857
331815,3318-OSATS,United States,California,Sierra City,96125,"39.600599, -120.636358",39.600599,-120.636358
26361,2636-ALXXZ,United States,California,Tahoe Vista,96148,"39.24124, -120.054765",39.241240,-120.054765
98853,9885-CSMWE,United States,California,Los Angeles,90007,"34.027337, -118.28515",34.027337,-118.285150
805810,8058-JMEQO,United States,California,San Diego,92121,"32.898613, -117.202937",32.898613,-117.202937
76574,7657-DYEPJ,United States,California,Los Angeles,90024,"34.066303, -118.435479",34.066303,-118.435479
827613,8276-MQBYC,United States,California,Los Angeles,90028,"34.099869, -118.326843",34.099869,-118.326843
601522,6015-VVHHE,United States,California,Los Angeles,90039,"34.110845, -118.259595",34.110845,-118.259595
251622,2516-VQRRV,United States,California,Culver City,90230,"33.993991, -118.39704",33.993991,-118.397040
758021,7580-UGXNC,United States,California,Culver City,90232,"34.019323, -118.391902",34.019323,-118.391902
517812,5178-LMXOP,United States,California,Gardena,90248,"33.876482, -118.284077",33.876482,-118.284077
70569,7056-IMHCC,United States,California,Torrance,90501,"33.833699, -118.314387",33.833699,-118.314387
874910,8749-JMNKX,United States,California,Montebello,90640,"34.015217, -118.109962",34.015217,-118.109962
9175,0917-EZOLA,United States,California,Lakewood,90713,"33.847755, -118.112532",33.847755,-118.112532
841413,8414-MYSHR,United States,California,Arcadia,91007,"34.128284, -118.047732",34.128284,-118.047732
49889,4988-IQIGL,United States,California,Canoga Park,91304,"34.224377, -118.632656",34.224377,-118.632656
47061,4706-AXVKM,United States,California,Stevenson Ranch,91381,"34.364153, -118.615583",34.364153,-118.615583
588910,5889-JTMUL,United States,California,Castaic,91384,"34.506627, -118.699048",34.506627,-118.699048
902618,9026-RNUJS,United States,California,Van Nuys,91401,"34.178483, -118.431791",34.178483,-118.431791
162414,1624-NALOJ,United States,California,North Hollywood,91605,"34.207295, -118.400022",34.207295,-118.400022
621011,6210-KBBPI,United States,California,West Covina,91790,"34.066964, -117.937007",34.066964,-117.937007
226021,2260-USTRB,United States,California,Campo,91906,"32.673483, -116.472863",32.673483,-116.472863
862320,8623-TMRBY,United States,California,Chula Vista,91915,"32.605012, -116.97595",32.605012,-116.975950
690016,6900-PXRMS,United States,California,Spring Valley,91978,"32.730264, -116.950963",32.730264,-116.950963
33462,3346-BRMIS,United States,California,Bonsall,92003,"33.290907, -117.202895",33.290907,-117.202895
272210,2722-JMONI,United States,California,Escondido,92029,"33.079834, -117.134275",33.079834,-117.134275
757915,7579-OOPEC,United States,California,Pala,92059,"33.384345, -117.072619",33.384345,-117.072619
177115,1771-OADNZ,United States,California,Pauma Valley,92061,"33.313828, -116.940501",33.313828,-116.940501
61218,0612-RTZZA,United States,California,Vista,92084,"33.22784, -117.200024",33.227840,-117.200024
443310,4433-JCGCG,United States,California,San Diego,92129,"32.961064, -117.134917",32.961064,-117.134917
94888,9488-HGMJH,United States,California,Indian Wells,92210,"33.537646, -116.291089",33.537646,-116.291089
481817,4818-QIUFN,United States,California,Desert Hot Springs,92241,"33.832799, -116.250973",33.832799,-116.250973
696122,6961-VCPMC,United States,California,North Palm Springs,92258,"33.906496, -116.569499",33.906496,-116.569499
442420,4424-TKOPW,United States,California,Crestline,92325,"34.248061, -117.29028",34.248061,-117.290280
420110,4201-JMNGR,United States,California,Lucerne Valley,92356,"34.508417, -116.856103",34.508417,-116.856103
186618,1866-RZZQS,United States,California,Redlands,92373,"34.003243, -117.138286",34.003243,-117.138286
863114,8631-NBHFZ,United States,California,Running Springs,92382,"34.186211, -117.07683",34.186211,-117.076830
495824,4958-XCBDQ,United States,California,Victorville,92394,"34.567058, -117.362329",34.567058,-117.362329
833721,8337-UPOAQ,United States,California,Wrightwood,92397,"34.358321, -117.618263",34.358321,-117.618263
671215,6712-OAWRH,United States,California,San Bernardino,92408,"34.084909, -117.258107",34.084909,-117.258107
59144,5914-DVBWJ,United States,California,Riverside,92508,"33.885499, -117.324959",33.885499,-117.324959
864424,8644-XLFBW,United States,California,Lake Elsinore,92532,"33.705836, -117.318204",33.705836,-117.318204
183322,1833-VGRUM,United States,California,Perris,92570,"33.787298, -117.320676",33.787298,-117.320676
837424,8374-XGEJJ,United States,California,Temecula,92590,"33.475493, -117.219551",33.475493,-117.219551
694612,6946-LMSQS,United States,California,Temecula,92592,"33.507255, -117.029473",33.507255,-117.029473
40398,4039-HEUNW,United States,California,Irvine,92620,"33.716136, -117.752574",33.716136,-117.752574
81223,0812-WUPTB,United States,California,Corona Del Mar,92625,"33.600987, -117.862734",33.600987,-117.862734
24032,2403-BCASL,United States,California,Santa Ana,92705,"33.766004, -117.786763",33.766004,-117.786763
38719,3871-IKPYH,United States,California,Camarillo,93010,"34.227846, -119.079903",34.227846,-119.079903
130414,1304-NECVQ,United States,California,Somis,93066,"34.297628, -119.014627",34.297628,-119.014627
565510,5655-JSMZM,United States,California,Coalinga,93210,"36.186867, -120.387793",36.186867,-120.387793
45055,4505-EXZHB,United States,California,Ducor,93218,"35.846067, -119.004073",35.846067,-119.004073
89728,8972-HJWNV,United States,California,Huron,93234,"36.217864, -120.080117",36.217864,-120.080117
286018,2860-RANUS,United States,California,Mc Kittrick,93251,"35.38381, -119.730885",35.383810,-119.730885
4062,0406-BPDVR,United States,California,Visalia,93277,"36.303793, -119.375646",36.303793,-119.375646
527611,5276-KQWHG,United States,California,Woody,93287,"35.710244, -118.881679",35.710244,-118.881679
96675,9667-EQRXU,United States,California,Boron,93516,"34.95703, -117.73045",34.957030,-117.730450
9463,0946-CLJTI,United States,California,Palmdale,93551,"34.613476, -118.256358",34.613476,-118.256358
3242,0324-BRPCJ,United States,California,Palmdale,93591,"34.598221, -117.79593",34.598221,-117.795930
918910,9189-JWSHV,United States,California,Helm,93627,"36.520537, -120.118055",36.520537,-120.118055
57623,0576-WNXXC,United States,California,Parlier,93648,"36.622237, -119.521126",36.622237,-119.521126
548216,5482-PLVPE,United States,California,Daly City,94014,"37.691561, -122.445202",37.691561,-122.445202
490215,4902-OHLSK,United States,California,Half Moon Bay,94019,"37.45567, -122.407992",37.455670,-122.407992
49526,0495-ZBNGW,United States,California,Loma Mar,94021,"37.266388, -122.26308",37.266388,-122.263080
23573,2357-COQEK,United States,California,Atherton,94027,"37.454924, -122.203168",37.454924,-122.203168
20343,2034-CGRHZ,United States,California,San Francisco,94104,"37.791222, -122.402241",37.791222,-122.402241
93601,9360-AHGNL,United States,California,Concord,94519,"37.990118, -122.012188",37.990118,-122.012188
548523,5485-WUYWF,United States,California,Crockett,94525,"38.049292, -122.228415",38.049292,-122.228415
263221,2632-UCGVD,United States,California,Fairfield,94533,"38.287136, -122.02711",38.287136,-122.027110
642525,6425-YQLLO,United States,California,Pinole,94564,"37.996462, -122.293716",37.996462,-122.293716
209118,2091-RFFBA,United States,California,Port Costa,94569,"38.035707, -122.196821",38.035707,-122.196821
689916,6899-PPEEA,United States,California,Vallejo,94590,"38.104705, -122.247387",38.104705,-122.247387
459714,4597-NUCQV,United States,California,Oakland,94601,"37.776523, -122.219268",37.776523,-122.219268
37544,3754-DXMRT,United States,California,San Pablo,94806,"37.980269, -122.342635",37.980269,-122.342635
